DATA_LIMPA,PREFIXO,KM_LIMPO,VALOR_LIMPO,SERVIÇOS,SISTEMA_FREIO,SISTEMA_PNEU,SISTEMA_MOTOR_OLEO,SISTEMA_ELETRICO,TIPO DE MANUTENÇÃO,EMPRESA,RESULTADO,FONTE_ORIGEM
2020-01-08,TP-17000,150756.0,327.3,"TROCA DE OLEO DO MOTOR, FILTRO DE OLEO E FILTRO DE COMBUSTIVEL (PRÓXIMA TROCA DE ÓLEO: 160000; PRÓXIMA TROCA DE FILTROS: 17000)",False,False,True,False,,CESAR CAR,O.S. ENCERRADA,CONTROLE  MAN. 181920
2020-01-08,,242000.0,,TROCA DA BOMBA DE ÓLEO E REPARO EM TURBINA,False,False,True,False,,PHFS,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2020-01-06,AB-17102,52976.0,159.8,TROCA DO FEIXE DE MOLA; ÓLEO DA DIREÇÃO HIDRÁULICA,False,False,True,False,,APOLOTECH,O.S. ENCERRADA,CONTROLE  MAN. 181920
2020-01-06,AB-17103,88337.0,6055.0,"SISTEMA DE FREIOS (substituir a valvula de governo, substituir o secador do sistema de ar, substituir a mangueira Hidráulica do sistema de ar, Recondicionar o compressor de ar do sitema de freio, Regular o sitema de freio, Limpeza do sistema de ar de freio).",True,False,False,False,,PSV FREIOS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2020-01-06,AB-17103,,,"SISTEMA DE FREIOS (substituir a valvula de governo, substituir o secador do sistema de ar, substituir a mangueira Hidráulica do sistema de ar, Recondicionar o compressor de ar do sitema de freio, Regular o sitema de freio, Limpeza do sistema de ar de freio).",True,False,False,False,,,,veiculos_manutencao_freio
2020-01-02,AC-17002,88100.0,730.0,TROCA DE DISCO E PASTILHAS DE FREIO DIANTEIRO (PRÓXIMA REVISÃO: 90000),True,False,False,False,,MULTI PNEUS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2020-01-02,AC-17002,,,TROCA DE DISCO E PASTILHAS DE FREIO DIANTEIRO (PRÓXIMA REVISÃO: 90000),True,False,False,False,,,,veiculos_manutencao_freio
2020-01-02,AS-17101,242000.0,470.0,REPARO NO ALTERNADOR; MANUTENÇÃO NO PAINEL COM TROCA DE LÂMPADA; TROCA DO REGULADOR DE VOLTAGEM; TROCA DA LÂMPADA DA LUZ DE BATERIA DO PAINEL,False,False,False,True,,REI DAS BATERIAS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-20,VO-17008,172100.0,6702.0,retifica dos mancais do motor; Retifica de 3 bielas; Troca do jogo de pistões e anéis; Jogo de juntas; Virabrequin std; Troca de Óleo (OBS.: não foram trocados os filtros). A PRÓXIMA TROCA DE ÓLEO E FILTROS E REVISÃO DEVERÁ SER COM 173100 (PRODUTOS POR CONTA DA OCICINA),False,False,True,False,,LEO (LK),O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-19,ASE-17101,135400.0,990.74,TROCA DE ÓLEO E FILTROS (PRÓXIMA TROCA DE ÓLEO: 145000; PRÓXIMA TROCA DE FILTROS: 155000),False,False,True,False,,SHIMIZU,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-17,AT-17103,91770.0,4125.42,"TROCA DO PARA-CHOQUE DIANTEIRO COMPLETO, TROCA DA LANTERNA DE SETA DIANTEIRA DIREITA,",False,False,False,False,,TECDIESEL,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-17,MO-17001,127837.0,100.0,REVISÃO ELÉTRICA NO SISTEMA DO AR CONDICIONADO,False,False,False,False,,VICAL,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-16,DIVERSOS,,335.94,COMPRA DE MATERIAIS DIVERSOS: 2 ÓLEO HAVOLINE SL SAE 20W50; 05 LÂMPADAS H7 24V; 10 LÂMPADAS 5W 12; 5 LÂMPADAS DE PAINEL 1.2W 12V; 10 LÂMPADA PINGO 5W 24V; 3 FUSÍVEIS MINI LÂMINA 5A; 3 FUSÍVEIS MINI LÂMINA 10A; 1 POTE DE PASTA PRA LAVAR A MÃO.,False,False,True,True,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-14,AS-17101,240647.0,53.96,"TROCA DA ""CEBOLINHA"" DO ÓLEO DO MOTOR",False,False,True,False,,MOTOMEC,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-12,AT-17103,91770.0,1117.0,"substituir o reservatorio de água do radiador, substituir o selo de água do motor, substituir o fluido (aditivo) de arrefecimento.",True,False,False,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-12,AT-17103,,,"substituir o reservatorio de água do radiador, substituir o selo de água do motor, substituir o fluido (aditivo) de arrefecimento.",True,False,False,False,,,,veiculos_manutencao_freio
2019-12-11,AC-17002,86000.0,,REVISÃO DE FREIOS (PRÓXIMA REVISÃO: 88000),True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-11,AC-17002,,,REVISÃO DE FREIOS (PRÓXIMA REVISÃO: 88000),True,False,False,False,,,,veiculos_manutencao_freio
2019-12-10,AC-17001,158573.0,640.0,"TROCA DE OLEO DO MOTOR, FILTRO DE OLEO, FILTRO DE COMBUSTIVEL E FILTRO DE AR",False,False,True,False,,BROTHERS KAR,SERVIÇO REALIZADO. AGUARDANDO FINALIZAÇÃO NA NEO,CONTROLE  MAN. 181920
2019-12-10,TP-17000,149286.0,,FUNILARIA E PINTURA (PARALAMA TRASEIRO ESQUERDO),False,False,False,False,,BRASIL CAR,DESPESAS POR CONTA DA PARTE CAUSADORA. NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-10,TP-17003,177000.0,1656.0,"substituir o esticador da correia do motor, substituir a correia do motor, substituir o Óleo hidráulico de direção, conserto do alternador, conserto da Bomba Hidráulica",False,False,True,True,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-10,VO-17008,171962.0,372.0,"TROCA DOS 2 BATENTES DOS AMORTECEDORES TRASEIRO, REGULAGEM DE FREIO TRASEIRO (PRÓXIMA REVISÃO DE FREIO: 177000), TROCA DE 2 BIELETAS DA SUSPENSÃO",True,False,False,False,,MULTI PNEUS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-10,VO-17008,,,"TROCA DOS 2 BATENTES DOS AMORTECEDORES TRASEIRO, REGULAGEM DE FREIO TRASEIRO (PRÓXIMA REVISÃO DE FREIO: 177000), TROCA DE 2 BIELETAS DA SUSPENSÃO",True,False,False,False,,,,veiculos_manutencao_freio
2019-12-09,AB-17102,51628.0,,REVISÃO DE FREIO (PRÓXIMA REVISÃO: 55000 KM),True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-09,AB-17102,51628.0,1138.73,TROCA DE ÓLEO E FILTROS. Obs.: Menos filtro de ar (PRÓXIMA TROCA: 58000 MILHAS),False,False,True,False,,SHIMIZU,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-09,AB-17102,,,REVISÃO DE FREIO (PRÓXIMA REVISÃO: 55000 KM),True,False,False,False,,,,veiculos_manutencao_freio
2019-12-06,ABS-17101,218000.0,3777.0,"KIT DE EMBREAGEM, GARFO DA EMBREAGEM, CREMALHEIRA E REGULAR PASSE NO VOLANTE",False,False,False,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-06,AT-17103,87815.0,,REVISÃO DE FREIO (PRÓXIMA REVISÃO: 96000 KM),True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-06,AT-17103,,,REVISÃO DE FREIO (PRÓXIMA REVISÃO: 96000 KM),True,False,False,False,,,,veiculos_manutencao_freio
2019-12-06,UR-17104,80799.0,600.0,PROBLEMA NA CHAVE DE IGNIÇÃO (reparo cilindro chave),False,False,False,False,,CENTRO AUTOMOTIVO PORTO SEGURO JACAREI,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-03,MOB-17101,50111.0,7050.0,"substituir o kit de transmissão (corrente, coroa e pinhão), disco de freio traseiro, as pastilhas do freio traseiro, os rolamentos da caixa de direção, a junta do cabeçote, a junta completa da tampa “C”, substituir o tensor da corrente de comando, substituir o filtro de óleo, substituir o cubo da embreagem, a placa de pressão da embreagem, o disco da embreagem,a fricção da embreagem (6 unidades), o disco da embreagem peq e o separador da embreagem.",True,False,True,False,,LYLLY MOTOS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-03,MOB-17101,,,"substituir o kit de transmissão (corrente, coroa e pinhão), disco de freio traseiro, as pastilhas do freio traseiro, os rolamentos da caixa de direção, a junta do cabeçote, a junta completa da tampa “C”, substituir o tensor da corrente de comando, substituir o filtro de óleo, substituir o cubo da embreagem, a placa de pressão da embreagem, o disco da embreagem,a fricção da embreagem (6 unidades), o disco da embreagem peq e o separador da embreagem.",True,False,True,False,,,,veiculos_manutencao_freio
2019-12-03,MOB-17103,41000.0,,TROCA DE ÓLEO (PRÓXIMA TROCA 44000),False,False,True,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-03,TP-17001,242651.0,333.0,"TROCA DE ÓLEO, FILTRO DE ÓLEO, FILTRO DE COMBUSTÍVEL E FILTRO DO AR CONDICIONADO",False,False,True,False,,CESAR CAR,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-03,TP-17003,176806.0,348.0,"TROCA DE ÓLEO, FILTRO DE ÓLEO, FILTRO DE COMBUSTÍVEL E FILTRO DO AR CONDICIONADO",False,False,True,False,,CESAR CAR,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-02,AS-17101,239565.0,32.8,REPARO NA MANGUEIRA DO AR QUENTO: 1 EMENDA 5/8; 2 ABRAÇADEIRAS 19x24; 30 cm MANGUEIRA R6 5/8,False,False,False,False,,JACFLEX,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-12-02,AT-17104,115695.0,4215.96,substituir o óleo do motor; substituir o filtro de óleo do motor; substituir os 02(dois) filtros de combustível; substituir o filtro decantador (separador de água); substituir o filtro de ar do motor; substituir o filtro de óleo hidráulico da direção; substituir o óleo de câmbio; substituir o retentor de flange do eixo piloto; substituir a rosca sem fim do marcador de velocímetro; substituir a bucha do olho do estabilizador da suspensão dianteira,False,False,True,False,,ALCE AUTO CENTER,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-12-02,TP-17000,147102.0,70.0,REPARO NO PARABRISA DIANTEIRO,False,False,False,False,,VIDROSHIMA,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-28,AC-17001,158573.0,6089.0,"substituir a mangueira de ligação do tubo de água do motor (lado traseiro direito), substituir o líquido de arrefecimento do motor, Recondicionar o alternador. OBS: OS SEGUINTES SERVIÇOS NÃO PUDERAM SER REALIZADOS: Refazer o chicote do sistema de iluminação auxiliar (hi-light), substituir o módulo de iluminação/sirene, substituir o hi-light E",False,False,False,True,,BROTHERS KAR,SERVIÇO REALIZADO. AGUARDANDO FINALIZAÇÃO NA NEO,CONTROLE  MAN. 181920
2019-11-28,VO-17008,171185.0,,REPARO ELÉTRICO (TROCA DO SENSOR DA LUZ DE FREIO),True,False,False,False,,REI DAS BATERIAS,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-28,VO-17008,,,REPARO ELÉTRICO (TROCA DO SENSOR DA LUZ DE FREIO),True,False,False,False,,,,veiculos_manutencao_freio
2019-11-25,AT-17104,1151695.0,80.0,SENSOR DE LUZ DE FREIO,True,False,False,False,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-25,AT-17104,,,SENSOR DE LUZ DE FREIO,True,False,False,False,,,,veiculos_manutencao_freio
2019-11-22,MO-17001,127375.0,160.0,AR CONDICIONADO (RECARGA DE GÁS),False,False,False,False,,VICAL,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-13,AT-17104,115000.0,43.97,COMPRA DE 1 PINHÃO E 1 MAÇANETA INTERNA DE PORTA,False,False,False,False,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-13,CM-17101,107000.0,9.68,COMPRA DE 1 MAÇANETA INTERNA DE PORTA,False,False,False,False,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-07,MT-17004,56000.0,36.4,"COLETOR DE ADMISSÃO, JUNTA PAPEL COLETOR",False,False,False,False,,JUNIOR MOTOS,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-06,AC-17002,83391.0,1032.1,"TROCA DE ÓLEO 10W40, FILTRO DE ÓLEO, FILTRO DE AR DO MOTOR, FILTRO DE COMBUSTÍVEL, FILTRO DO AR CONDICIONADO",False,False,True,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-11-05,AS-17101,237900.0,150.89,COMPRA DE ALAVANCA DO FREIO DE MÃO,True,False,False,False,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-05,AS-17101,,,COMPRA DE ALAVANCA DO FREIO DE MÃO,True,False,False,False,,,,veiculos_manutencao_freio
2019-11-03,CA-17001,240700.0,,COMPRA DO BOTÃO DO FREIO MOTOR E DO FAROL,True,False,False,False,,NOGUTI,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-11-03,CA-17001,,,COMPRA DO BOTÃO DO FREIO MOTOR E DO FAROL,True,False,False,False,,,,veiculos_manutencao_freio
2019-11-01,ABE-17101,101151.0,1935.0,"substituir os prisioneiros da roda traseira direita (prisioneiros, tuchos e porcas); substituir o retentor do cubo da roda traseira direita",False,False,False,False,,TRUCK SERVICE,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-31,AB-17102,50082.0,,INSPEÇÃO DE FREIO,True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-31,AB-17102,,,INSPEÇÃO DE FREIO,True,False,False,False,,,,veiculos_manutencao_freio
2019-10-31,ASE-17101,135240.0,,"INSPEÇÃO DE FREIO, PRÓXIMA REVISÃO KM 138240",True,False,False,False,,APOLOTECH,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-31,ASE-17101,,,"INSPEÇÃO DE FREIO, PRÓXIMA REVISÃO KM 138240",True,False,False,False,,,,veiculos_manutencao_freio
2019-10-31,,83800.0,80.0,TROCA DAS PASTILHAS DE FREIO REVISÃO COM 86.000,True,False,False,False,,,,CONTROLE  MAN. 181920
2019-10-29,MT-17004,55467.0,2537.6,Revisar a embreagem; substituir a roda dianteira (com niples e raios); substituir o anel do escape; substituir as lentes do pisca; substituir o reparo do carburador; substituir os rolamentos de roda (dianteira e traseira); substituir os cabos do acelerador; substituir o cabo de embreagem; substituir o filtro de óleo do motor; substituir o óleo do motor. PRÓX. TROCA DE ÓLEO: 58000; PRÓX. REVISÃO DE FREIO: 65000,True,False,True,False,,LYLLY MOTOS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-29,MT-17004,,,Revisar a embreagem; substituir a roda dianteira (com niples e raios); substituir o anel do escape; substituir as lentes do pisca; substituir o reparo do carburador; substituir os rolamentos de roda (dianteira e traseira); substituir os cabos do acelerador; substituir o cabo de embreagem; substituir o filtro de óleo do motor; substituir o óleo do motor. PRÓX. TROCA DE ÓLEO: 58000; PRÓX. REVISÃO DE FREIO: 65000,True,False,True,False,,,,veiculos_manutencao_freio
2019-10-29,TP-17004,69000.0,298.0,"TROCA DE PNEUS DIANT. ALINHAMENTO, BALANCEAMENTO E TROCA DE PASTILHA DE FREIO",True,True,False,False,,MULTI PNEUS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-29,TP-17004,,,"TROCA DE PNEUS DIANT. ALINHAMENTO, BALANCEAMENTO E TROCA DE PASTILHA DE FREIO",True,True,False,False,,,,veiculos_manutencao_freio
2019-10-23,AE-17101,16464.0,8350.0,RECONDICIONAR O CILINDRO DE EXTENSÃO DA VIGA DA SAPATA TRASEIRA DIREITA; RECONDICIONAR AS 06(SEIS) CATRACAS DE FREIO; REGULAR OS FREIOS DIANTEIROS E TRASEIROS,True,False,False,False,,EVR REPRESENTAÇÕES,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-23,AE-17101,,,RECONDICIONAR O CILINDRO DE EXTENSÃO DA VIGA DA SAPATA TRASEIRA DIREITA; RECONDICIONAR AS 06(SEIS) CATRACAS DE FREIO; REGULAR OS FREIOS DIANTEIROS E TRASEIROS,True,False,False,False,,,,veiculos_manutencao_freio
2019-10-21,TP-17007,185000.0,6280.14,substituir o eixo do comando de válvulas; substituir o filtro de óleo do motor; substituir o óleo do motor; substituir as sapatas de freio traseiras; substituir os tambores de freio das rodas traseiras; substituir o fluído de freios; substituir a correia do alternador; substituir o tensor da correia do alternador; substituir o rolamento guia do alternador; substituir os rolamentos das rodas traseiras; substituir a coifa do câmbio (lado esquerdo); substituir o óleo do câmbio; substituir o kit de batentes dos amortecedores dianteiros; substituir o pivô da suspenção (lado esquerdo); substituir o jogo de cabo de velas de ignição; substituir o coxim do câmbio; substituir o jogo de pastilhas de freio dianteiras; substituir a junta do cabeçote; substituir a válvula equalizadora dos freios;,True,False,True,True,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-21,TP-17007,,,substituir o eixo do comando de válvulas; substituir o filtro de óleo do motor; substituir o óleo do motor; substituir as sapatas de freio traseiras; substituir os tambores de freio das rodas traseiras; substituir o fluído de freios; substituir a correia do alternador; substituir o tensor da correia do alternador; substituir o rolamento guia do alternador; substituir os rolamentos das rodas traseiras; substituir a coifa do câmbio (lado esquerdo); substituir o óleo do câmbio; substituir o kit de batentes dos amortecedores dianteiros; substituir o pivô da suspenção (lado esquerdo); substituir o jogo de cabo de velas de ignição; substituir o coxim do câmbio; substituir o jogo de pastilhas de freio dianteiras; substituir a junta do cabeçote; substituir a válvula equalizadora dos freios;,True,False,True,True,,,,veiculos_manutencao_freio
2019-10-20,VO-17003,226000.0,,INSPEÇÃO DE FREIO (PRÓX. INSP. 236000),True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-20,VO-17003,,,INSPEÇÃO DE FREIO (PRÓX. INSP. 236000),True,False,False,False,,,,veiculos_manutencao_freio
2019-10-14,ASE-17101,134493.0,,TROCA DA BOMBA AUXILIAR DE ALIMENTAÇÃO (PUNHETERA),False,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-09,CM-17101,106900.0,1226.19,TROCA DE ÓLEO E FILTROS (TROCAR COM 116900),False,False,True,False,,ALCE AUTO CENTER,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-09,VO-17003,227300.0,5523.94,REPARO EM SUSPENSÃO,False,False,False,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-08,AS-17101,236300.0,2179.91,TROCA DE ÓLEO E FILTROS (TROCAR COM 246300),False,False,True,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-08,AS-17101,236400.0,,TROCA DE DISCO E PASTILHAS DE FREIO (REVISAR 239400),True,False,False,False,,,,CONTROLE  MAN. 181920
2019-10-08,AS-17101,,,TROCA DE DISCO E PASTILHAS DE FREIO (REVISAR 239400),True,False,False,False,,,,veiculos_manutencao_freio
2019-10-07,MOB-17101,48338.0,,TROCA DE ÓLEO E FILTRO E VELA DE IGNIÇÃO. PRÓX. TROCA DE ÓLEO E FILTRO DE ÓLEO: 52000,False,False,True,False,,CSM/MOpB,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-07,MOB-17102,49554.0,,TROCA DE ÓLEO. PRÓX. TROCA DE ÓLEO E FILTRO DE ÓLEO: 53000,False,False,True,False,,CSM/MOpB,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-02,AC-17002,79372.0,30.0,TROCA DOS 2 PNEUS TRASEIROS,False,True,False,False,,ELIAS PNEUS,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-10-02,AS-17101,236340.0,5050.0,SERVIÇO EM SUSPENSÃO,False,False,False,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-10-02,AS-17101,236340.0,,"SERVO FREIO (DIAGNÓSTICO), TERMINAIS DE DIREÇÃO, AMORTECEDOR TRASEIRO",True,False,False,False,,PHFS,O.S. ENCERRADA (DUPLICIDADE COM AS O.S. 20684 E 20662,CONTROLE  MAN. 181920
2019-10-02,AS-17101,,,"SERVO FREIO (DIAGNÓSTICO), TERMINAIS DE DIREÇÃO, AMORTECEDOR TRASEIRO",True,False,False,False,,,,veiculos_manutencao_freio
2019-09-30,AB-17102,73201.0,1680.0,RECONDICIONAR MOTOR DE PARTIDA ( MOTOR ENCAMINHADO A EMPRESA PARA AVALIAÇÃO),False,False,False,True,,TECCOIL,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-30,AB-17203,95561.0,5515.6,"revisão dos freios, revisão das molas e suspensão, vazamento de óleo no motor",True,False,True,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-30,AB-17203,,,"revisão dos freios, revisão das molas e suspensão, vazamento de óleo no motor",True,False,True,False,,,,veiculos_manutencao_freio
2019-09-30,PP-17101,46979.0,4510.0,TROCA DO TANQUE DE AR,False,False,False,False,,INJETRONIC,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-30,TP-17000,130318.0,646.5,TROCA DO KIT DA CORREIA DENTADA,False,False,False,False,,JKAR,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-27,ASE-17101,134501.0,4145.6,"substituir 4 grampos da mola traseira esquerda, Substituir 04 espigões da mola traseira, substituir 06(seis) pinos da mola traseira, substituir 06(seis) buchas da mola traseira, substituir 08(oito) parafusos de mola traseira, substituir 02(duas) lâminas curtas da mola traseira, substituir 02(dois) calços da mola traseira, substituir 02(dois) pinos centralizadores do calço da mola traseira, substituir 08(oito) abraçadeiras de mola com parafuso, substituir 02(duas) buchas olho do estabilizador traseira (ponta), substituir 02(duas) buchas eixo do estabilizador (centro), substituir 02 (duas) buchas do suporte da barra estabilizadora traseira, substituir 04(quatro) calços da lateral da mola traseira",False,False,False,False,,ALCE AUTO CENTER,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-26,VO-17003,227113.0,1074.8,"TROCA DO ÓLEO DE FREIO, TROCA DO ÓLEO DO ATUADOR DE EMBREAGEM, TROCA DE ÓLEO 5W30 E FILTRO DE ÓLEO DO MOTOR, TROCA DO FILTRO DE COMBUSTÍVEL, TROCA DO FILTRO DE AR DO MOTOR",True,False,True,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-26,VO-17003,,,"TROCA DO ÓLEO DE FREIO, TROCA DO ÓLEO DO ATUADOR DE EMBREAGEM, TROCA DE ÓLEO 5W30 E FILTRO DE ÓLEO DO MOTOR, TROCA DO FILTRO DE COMBUSTÍVEL, TROCA DO FILTRO DE AR DO MOTOR",True,False,True,False,,,,veiculos_manutencao_freio
2019-09-21,MT-17004,55810.0,,TROCA DE PASTILHA E DISCO DE FREIO DIANTEIRO,True,False,False,False,,MOTOMEC,NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-09-21,MT-17004,,,TROCA DE PASTILHA E DISCO DE FREIO DIANTEIRO,True,False,False,False,,,,veiculos_manutencao_freio
2019-09-20,AB-17103,87816.0,3132.5,"REPARAR RODA TRASEIRA LD, RETENTOR RODA TRASEIRA, COLA SILICONE ELRING BLACK, GRAXA PARA ROLAMENTO 1KL,",False,False,False,False,,TRUCK SERVICE,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-18,MO-17001,125967.0,1567.0,TROCA DE KIT EMBREAGEM,False,False,False,False,,ARNALDO CAR,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-16,AE-17101,0.0,,"VAZAMENTO DE ÓLEO NAS PATOLAS TRASEIRA (Reparo do pistão da patola, Cromar aste do pistão, Brunir )camisa do pistão",False,False,True,False,,*****,O.S. NEO CANCELADA / NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-09-16,TP-17007,182414.0,,"REGULAGEM DE VÁLVULAS, TROCA DA CORREIA DO ALTERNADOR, REVISÃO DE FREIOS",True,False,False,True,,,O.S. NEO CANCELADA / NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-09-16,TP-17007,,,"REGULAGEM DE VÁLVULAS, TROCA DA CORREIA DO ALTERNADOR, REVISÃO DE FREIOS",True,False,False,True,,,,veiculos_manutencao_freio
2019-09-12,ABS-17101,215060.0,,"REVISÃO ELÉTRICA (ILUMINAÇÃO GERAL E HILIGHTS), TROCA DO MOTOR DO INJETOR DE ÁGUA DO PARABRISA",False,False,False,False,,,O.S. NEO CANCELADA / NÃO HOUVE O.S. (GEFROE),CONTROLE  MAN. 181920
2019-09-10,AT-17103,86315.0,1193.6,"TROCA DE ÓLEO, FILTRO DE ÓLEO, FILTRO DE COMBUSTÍVEL, FILTRO DE AR, FILTRO SEDIMENTADOR (RACOR)",False,False,True,False,,ALCE AUTO CENTER,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-03,ABS-17102,123354.0,14980.0,"CAIXA DE TRANS. CAIXA DE DIREÇÃO, AMORTECEDOR DIANT. ACELERADOR DA BOMBA DE INC. CAIXA DE TRANSF. BOMBA",False,False,False,False,,INJETRONIC,O.S. ENCERRADA (GEFROE) / O.S. NEO CANCELADA,CONTROLE  MAN. 181920
2019-09-02,AC-17002,79193.0,1532.8,"FREIOS ( TROCA DOS DISCOS E PASTILHAS DIANTEIROS, TROCA DA LONA TRASEIRA, TROCA DO FLUIDO)",True,False,False,False,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-09-02,AC-17002,,,"FREIOS ( TROCA DOS DISCOS E PASTILHAS DIANTEIROS, TROCA DA LONA TRASEIRA, TROCA DO FLUIDO)",True,False,False,False,,,,veiculos_manutencao_freio
2019-08-28,AB-17102,47094.0,120.0,TROCA DE 04 PNEUS TRASEIRO,False,True,False,False,,ELIAS PNEUS,O.S. ENCERRADA,CONTROLE  MAN. 181920
2019-08-28,CA-17001,240000.0,2564.3,"SUBSTITUIR OLEO DE MOTOR, SUBSTITUIR ÓLEO DO DIFERENCIAL, SUBSTITUIR FLUIDO DE FREIO, SUBSTITUIR ÓLEO HIDRÁULICO, SUBSTITUIR CORREIA DO ALTERNADOR, SUBSTITUIR OLEO DE CAMBIO, SUBSTITUIR PASTILHA DE FREIO, SUBSTITUIR FILTRO DE AR, SUBSTITUIR FILTRO DE COMBUSTIVEL, SUBSTITUIR FILTRO DE OLEO, SUBSTITUIR MOTOR DE AGUA DO LIMPADOR DO PARABRISA, SUBSTITUIR CABO DE SUSTENTAÇÃO DO CAPO",True,False,True,True,,PHFS,O.S. ENCERRADA,CONTROLE  MAN. 181920
