DATA_LIMPA,PREFIXO,KM_LIMPO,VALOR_LIMPO,SERVIÇOS,SISTEMA_FREIO,SISTEMA_PNEU,SISTEMA_MOTOR_OLEO,SISTEMA_ELETRICO,TIPO DE MANUTENÇÃO,EMPRESA,RESULTADO,FONTE_ORIGEM
2024-12-04,,,10278.0,"1.	Fornecer serviço de exagraxamento do CARDAN;
2.	Fornecer Lubrificante à base de sabão de lítio e de grau Ep2.",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-12-04,,66400.0,35718.0,"LAVAGEM, LUBRIFICAÇÃO E ENGRAXAMENTO. (OBS.: PRÓX. SERVIÇO AOS 77.000 KM)",False,False,False,False,PREVENTIVA,DSL,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-28,,,75368.0,"1.	Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,J KAR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-27,,,1009.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante.
5.     Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante.
",False,False,True,False,PREVENTIVA,AUTO CENTER BASSI,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-25,,,0.0,RESPARO NO SISTEMA DE ALIMENTAÇÃO (RECARREGAMENTO DA BATERIA) DOS IMPLEMENTOS. OBS.: MAL CONTATO EM UM DOS PINOS DO RELÊ DE START,False,False,False,True,CORRETIVA,LUIZ (ENGESIG),CONCLUÍDO,MANUTENÇÃO-2024
2024-11-25,,179563.0,400.0,TROCA DA BATERIA (ZETA 60AH - Nº DE SÉRIE: B - 30/10/24 - C5 - 1640),False,False,False,True,CORRETIVA,REI DA BATERIA,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-22,,111870.0,4296.0,TROCA DE 04 PNEUS (205/75 R16 FIRESTONE); 04 BALANCEAMENTOS DE RODA; TROCA DAS 04 VÁLVULAS DE PNEU; 01 ALINHAMENTO DE DIREÇÃO,False,True,False,False,PREVENTIVA,IKEDA,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-19,,,486797.0,"1.     Fornecer e substituir, 02 (DOIS) PNEUS DE PRIMEIRA LINHA, MARCA BRIDGESTONE -275/80R22.5;
2.     Fornecer e substituir, 02 BICOS DE AR
3.     Fornecer e executar, ALINHAMENTO E BALANCEAMENTO.
",False,True,False,False,PREVENTIVA,ALBUQUERQUE,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-19,,70000.0,0.0,TROCA DAS PASTILHAS DO FREIO DIANTEIRO (OBS.: PASTILHAS FORNECIDAS PELA MOTOMEC. TROCA EFETUADA PELA GUARNIÇÃO DA MOB => DA SILVA E QUINTANS),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-18,,36228.0,850.0,TROCA DA BATERIA DO IMPLEMENTO (CRAL 150AH - N° DE SÉRIE: 15   30/2024   150   0366468R   OU   15   42/2024   150   036833A),False,False,False,True,CORRETIVA,REI DA BATERIA,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-18,,37591.0,850.0,TROCA DA BATERIA DO IMPLEMENTO (CRAL 150AH - N° DE SÉRIE: 15   30/2024   150   0366468R   OU   15   42/2024   150   036833A),False,False,False,True,CORRETIVA,REI DA BATERIA,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-12,,254465.0,82228.0,"1.     Fornecer e executar lavagem copleta exterior e interior, incluindo o interior do baú;
2.     Fornecer e executar lubrificação.",False,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-11,,36228.0,2173986.0,"1.        Fornecer e substituir, 04 (QUATRO) BICOS INGETORES, genuíno/ original de fábrica,  conforme especificação do fabricante;
2.        Fornecer e substituir, FILTRO DE COMBUSTÍVEL, genuíno/ original de fábrica,  conforme especificação do fabricante; 
3.     Fornecer e substituir, TROCA DE SOLENÓIDE DA FLAUTA;
4.     Fornecer e executar, EQUALIZAÇÃO DOS BICOS INJETORES.",False,False,True,False,CORRETIVA,DS VANS,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-11,,8137.0,0.0,"ACIONADA A GARANTIA QUANTO AOS SEGUINTES PROBLEMAS: VAZAMENTO DE AR DO FREIO, COXIM DA CABINE, RETROVISORES.  OBS.: SERVIÇOS EXECUTADOS => TROCA DE ÓLEO DO MOTOR, TROCA DO FILTRO DE ÓLEO DO MOTOR, REPOSICIONAMENTO DA CONEXÃO DA LINHA DE ENTRADA DE AR DA VÁLVULA (FREIO).",True,False,True,False,CORRETIVA,DIBRACAM,CONCLUÍDO,MANUTENÇÃO-2024
2024-11-08,,147000.0,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-11-01,,41984.0,2435.0,"TROCA DE 4 PNEUS TRASEIROS, ALINHAMENTO E BALANCEAMENTO",False,True,False,False,PREVENTIVA,SERGIPANA,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-31,,171700.0,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-29,,,199295.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,VG ELETRO DIESEL,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-23,,41726.0,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-22,,146612.0,2132955.0,"1.        Fornecer e substituir  embreagem completa, marca IVECO, conforme os itens abaixo:
2.        Fornecer e substituir carcaça de caixa de câmbio, volante do motor,kit de embreagem, garfo embreagem,suporte do garfo da embreagem, pino guia de embreagem,rolamento eixo piloto parafuso ((M8X1 25X35 7MM), fluido DOT 5.
3.     FORNECER  SERVIÇO GUINCHO. VIATURA ENCONTRA-SE   NO SEGUINTE ENDEREÇO: RUA OLEGÁRIO PAIVA, 33 -CENTRO-MOGI DAS CRUZES-SP.",True,False,False,False,CORRETIVA,MULTI SERVICE,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-21,,,53514.0,"1.     Fornecer serviço de revisão de ar condiciona.         
2.      Fornecer e substituir gás do ar condicionado ",False,False,False,False,CORRETIVA,CICLO OTTO SERVICE,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-19,,,8222.0,"1.	Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-17,,,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-16,,,605971.0,"1.     Fornecer e substituir, 04 (QUATRO) PNEUS DE PRIMEIRA LINHA MARCA FIRESTONE CV 5000 - 225/75R16 - 121/120R;
2.     Fornecer e substituir, 04 BICOS DE AR
3.     Fornecer e executar, ALINHAMENTO E BALANCEAMENTO.",False,True,False,False,PREVENTIVA,PALACE PNEUS,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-15,,,47568.0, Fornecer serviço de Alinhamento / balanceamento e rodizio dos pneus.,False,True,False,False, PREVENTIVA ,COSMORAMA,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-15,,162930.0,1600.0,TROCA DOS TERMINAIS DA BARRA DE DIREÇÃO D/E,False,False,False,False,CORRETIVA,MOLAS TIETÊ,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-11,,,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-11,,162928.0,6760.0,02 PNEUS,False,True,False,False,CORRETIVA,SERGIPANA,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-11,,162928.0,1250.0,"ALINHAMENTO, BALANCEAMENTO, TROCA DE DOIS FRISOS E MONTAGEM DE DOIS PNEUS",False,True,False,False,CORRETIVA,MV PNEUS,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-10,,,57972.0," 1. Fornecer serviço de cambagem.
 2. Fornecer serviço de alinhamento e balanceamento.",False,True,False,False,CORRETIVA,COSMORAMA,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-10,,,47568.0,Fornecer serviço de Alinhamento / balanceamento e rodizio dos pneus.,False,True,False,False, PREVENTIVA ,COSMORAMA,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-10,,20400.0,0.0,REVISÃO DE 20.000 KM,False,False,False,False,PREVENTIVA,DE NIGRIS SÃO JOSÉ,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-10,,,600.0,COMPRA DE BATERIA 150 AMPERES,False,False,False,True,CORRETIVA,REI DAS BATERIAS,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-08,,61000.0,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-08,,51464.0,74916.0,"Fornecer e substituir, ÓLEO DE TRANSMISSÃO, (do corpo de bomba), conforme especificação do fabricante;
",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-08,,,9684.0,"1.	Fornecer e substituir turbina do motor conforme especificação do fabricante;
2.	Fornecer e substituir óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir filtro de óleo do motor conforme especificação do fabricante;
4.     Fornecer e substituir filtro de combustível conforme especificação do fabricante;
5.     Fornecer e substituir filtro de ar conforme especificação do fabricante;
5.     Fornecer transporte do veiculo (GUINCHO) para veículo que esta no Corpo de Bombeiros de Ferraz de Vasconcelos, Av. Herman Teles Ribeiro, 93 - Vila Romanopolis, Ferraz de Vasconcelos - SP, 08529-100.",False,False,True,False,CORRETIVA,MULTI SERVICE,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-10-08,,51953.0,540.0,TROCA DAS PASTILHAS DE FREIO DIANTEIRO,True,False,False,False,PREVENTIVA,SR MOTOR,CONCLUÍDO,MANUTENÇÃO-2024
2024-10-08,,111416.0,720.0,"SENSOR DE ABS DIREITO, PAR DE BIELETAS",False,False,False,False,CORRETIVA,SR MOTOR,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-30,,,8222.0,"1.        Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-09-27,,170000.0,8222.0,LAVAGEM E LUBRIFICAÇÃO,False,False,False,False,PREVENTIVA,EVR,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-25,,146308.0,1700.0,MANUTENÇÃO NO ACELERADOR DO PAINEL DE BOMBA,False,False,False,False,CORRETIVA,EVR,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-25,,,241248.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante;
5.     Filtro lubrificante conforme especificação do fabricante;
5.	Fornecer e substituir o filtro de ar da cabine (ar condicionado);",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-09-25,,60619.0,,MANUTENÇÃO NA SUSPENSÃO / FEIXO DE MOLAS,False,False,False,False,CORRETIVA,DUTRA MOLAS - PREF GUAR,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-25,,,2086.0,TROCA DE SENSOR DE ÓLEO,False,False,True,False,CORRETIVA,REI DAS BATERIAS,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-18,,,1330101.0,"1.	Fornecer e substituir kit de embreagem (platô e disco) conforme especificação do fabricante;
2.	Fornecer e substituir atuador de embreagem do cambio conforme especificação do fabricante;
3.	Fornecer e substituir retentor do volante de motor conforme especificação do fabricante;
4.	Retificar volante de motor;
5.     Fornecer e substituir fluído DOT4.
6.     Fornecer serviço de guincho.",True,False,False,False,CORRETIVA,NAVARRO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-09-17,,114593.0,40895.0,TROCA DE ÓLEOS E FILTROS,False,False,True,False,CORRETIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-14,,40092.0,8222.0,"1.        Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-09-12,,146563.0,5250.0,MANUTENÇÃO NA BOMBA DE INCÊNDIO,False,False,False,False,CORRETIVA,EVR,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-11,,49750.0,2399.0,COMPRA DE 02 PNEUS (225/75 R16 121/120R CV5000 - FIRESTONE). OBS.: PARA USO NAS RODAS TRASEIRAS,False,True,False,False,PREVENTIVA,DELLAVIA,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-11,,114067.0,5030.0,TROCA DOS 4 PNEUS; ALINHAMENTO DE DIREÇÃO; BALANCEMANTO DAS 4 RODAS,False,True,False,False,PREVENTIVA,DELLAVIA,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-10,,49700.0,999.0,TROCA DE ÓLEO E FILTROS,False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-10,,273616.0,400.0,FUNILARIA E PINTURA DO PARACHOQUE DIANTEIRO,False,False,False,False,CORRETIVA,RF REPAROS AUTOMOTIVOS (GUEDES,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-10,,52336.0,45.0,TROCA DAS PASTILHAS DE FREIO DIANTEIRO,True,False,False,False,CORRETIVA,MARCATTO MOTOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-05,,9554.0,0.0,REVISÃO PERIÓDICA (OBS.: PRÓXIMA REVISÃO AOS 20.000 KM),False,False,False,False,PREVENTIVA,TOYOTA MOGI,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-05,,49670.0,2759.0,TROCA DO KIT DE EMBREAGEM E FLUÍDO DE FREIO D,True,False,False,False,CORRETIVA,MARCATTO MOTOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-04,,167400.0,0.0,INSPEÇÃO DE FREIOS. (OBS.: PRÓXIMA INSPEÇÃO AOS 170.400 KM),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-04,,110690.0,0.0,INSPEÇÃO DE FREIOS. (OBS.: PRÓXIMA INSPEÇÃO AOS 115.700 KM),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-04,,60200.0,0.0,INSPEÇÃO DE FREIOS. (OBS.: PRÓXIMA INSPEÇÃO AOS 70.000 KM),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-04,,49658.0,236.0,TROCA DE BATERIA ,False,False,False,True,CORRETIVA,TOTAL MOTOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-03,,144950.0,1893.0,EMENDA DE MANGUEIRA 1 POL; TERMINAL NPT; CAPA NOSKIVE,False,False,False,False,CORRETIVA,UNIFLEX,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-03,,144950.0,1430.0,REPARO NO TANQUE DE COMBUSTÍVEL (SOLDA),False,False,False,False,CORRETIVA,MOLAS TIETE,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-03,,,8222.0,"1.	Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-09-03,,35769.0,0.0,VERIFICAÇÃO DE VAZAMENTO DE ÓLEO DO MOTOR; VERIFICAÇÃO DE LUZ DE ADVERTÊNCIA ACESA (MÓDULO). OBS.: GARANTIA,False,False,True,False,CORRETIVA,INJETRONIC,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-03,,49300.0,0.0,INSPEÇÃO DE FREIOS. (OBS.: PRÓXIMA INSPEÇÃO AOS 52.300 KM),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-09-02,,59670.0,0.0,TROCA DE ÓLEO E FILTROS,False,False,True,False,PREVENTIVA,PREF. GMA.,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-31,,,240672.0,Fornecer e substituir para-brisa conforme especificação do fabricante,False,False,False,False,CORRETIVA,CURIÓ,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-31,,,550.0,TROCA DE LED TRIANGULAR RUBI LATERAL E INSTALAÇÃO DO LED BITONAL,False,False,False,False,CORRETIVA,LUIZ - ENGESIG (VISUAL SHINE),CONCLUÍDO,MANUTENÇÃO-2024
2024-08-30,,110682.0,1336.0,TROCA DAS COIFAS DA HOMOCINÉTICA; TROCA DO SEMI EIXO LE,False,False,False,False,CORRETIVA,BF DIESEL,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-26,,66457.0,2285.0,TROCA DE ÓLEO E FILTRO DE ÓLEO,False,False,True,False,PREVENTIVA,JUNIOR MOTOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-24,,,69449.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,J KAR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-24,,,53667.0," 1. Fornecer e substituir pastilhas de freio dianteiro.
 2. Fornecer fluído de freio de acordo com a especificação do fabricante.",True,False,False,False,PREVENTIVA,CICLO OTTO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-23,,144589.0,164699.0,TROCA DE ÓLEO E FILTROS; LIMPEZA DO SISTEMA DE ARREFECIMENTO,False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-23,,58280.0,105.0,TROCA DA CÂMARA DE AR PNEU TRASEIRO,False,True,False,False,CORRETIVA,TOTAL MOTOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-20,,144580.0,311472.0,RECONDICIONAMENTO DO TURBO COM TROCA DO CONJUNTO ROTATIVO,False,False,False,False,CORRETIVA,KM TURBOS,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-20,,,65387.0,"1.        Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.        Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.        Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.        Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,J KAR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-19,,,3200.0,TROCA DE CORREIA DO MOTOR E CILINDRO HIDRÁULICO DE ELEVAÇÃO DA CABINE ,False,False,False,False,CORRETIVA,EVR,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-19,,10000.0,0.0,REVISÃO PERIÓDICA (OBS.: PRÓXIMA REVISÃO AOS 20.000 KM),False,False,False,False,PREVENTIVA,TOYOTA MOGI,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-15,,,378384.0,"1.        Fornecer e substituir lonas de freios dianteira conforme especificação do fabricante;
2.        Fornecer e substituir lonas de freios traseira conforme especificação do fabricante. OBS.: INCLUSA LAVAGEM E LUBRIFICAÇÃO",True,False,False,False,PREVENTIVA,EVR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-14,,,149051.0,"1.	Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.	Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.	Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.	Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante;
5.	Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante.",False,False,True,False,PREVENTIVA,REIS DO ÓLEO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-14,,59655.0,40895.0,TROCA DE ÓLEO E FILTROS,False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-14,,,8112.0,COMPRA DA FECHADURA DO CAPÔ,False,False,False,False,CORRETIVA,ASSIS PEÇAS,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-14,,,3718.0,TROCA DAS BIELETAS,False,False,False,False,CORRETIVA,BF DIESEL,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-13,,167298.0,150.0,TROCA DO ÓLEO DA DIREÇÃO HIDRÁULICA,False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-13,,58500.0,0.0,"LAVAGEM, LUBRIFICAÇÃO E ENGRAXAMENTO. (OBS.: PRÓX. SERVIÇO AOS 69.000 KM)",False,False,False,False,PREVENTIVA,PREF. GUARAREMA,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-12,,143672.0,800.0,REPARO EM 03 PORTAS DE COMPARTIMENTO DE MATERIAIS,False,False,False,False,CORRETIVA,MECÂNICA ANTONINHO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-09,,,678587.0,"1.     Fornecer e substituir, 04 (QUATRO) PNEUS DE PRIMEIRA LINHA MARCA FIRESTONE CV 5000 - 225/65R16 - 112/110R;
2.     Fornecer e substituir, 04 válvula pneu sem câmera.
3.     Fornecer e executar, ALINHAMENTO E BALANCEAMENTO.",False,True,False,False,PREVENTIVA,BHB,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-08,,37846.0,186281.0,TROCA DE ÓLEO E FILTROS,False,False,True,False,PREVENTIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-08,,110601.0,520.0,REPOSICIONAMENTO DAS COIFAS DA HOMOCINÉTICA; TROCA DA  MANGUEIRA DE COMBUSTÍVEL DA BOMBA DE ALTA; REAPERTO DO PARAFUSO (BUJÃO) DO CÁRTER,False,False,False,False,CORRETIVA,BF DIESEL,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-07,,273000.0,3589.0,"1.        Fornecer e substituir o óleo do motor conforme especificação do fabricante;
2.        Fornecer e substituir o filtro de óleo do motor conforme especificação do fabricante;
3.        Fornecer e substituir o filtro de combustível conforme especificação do fabricante;
4.        Fornecer e substituir o filtro de ar da cabine (habitáculo) conforme especificação do fabricante;
5.        Fornecer e substituir o filtro de ar do motor conforme especificação do fabricante.",False,False,True,False,CORRETIVA,REIS DO ÓLEO,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-06,,143700.0,40512.0,"SERVIÇOS DE FREIO (TROCA DE: CUICA, TAMBORES DE FREIO DIANT E TRAS, LONAS DE FREIO, REBITES, MOLA PATIM GRANDE, MOLA PATIM PEQUENO, CATRACA FREIO TRAS. AUTOMÁTICA). OBS.: PRÓXIMA INSP. AOS 154.000 KM",True,False,False,False,CORRETIVA,MOLAS TIETÊ,CONCLUÍDO,MANUTENÇÃO-2024
2024-08-05,,162343.0,20556.0, Fornecer e executar alinhamento de direção.,False,True,False,False,PREVENTIVA,ÁPICE MOGI,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-08-03,,,98715.0,"Fornecer e substituir, cabo do comando da caixa de marchas, conforme especificação do fabricante;",False,False,False,False,CORRETIVA,J KAR,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-07-31,,166525.0,1809.0,"SERVIÇO DE TROCA MOLA TRASEIRA, ESPIGÃO, PORCAS, BUCHAS E GRAMPOS.",False,False,False,False,CORRETIVA,MOLAS TIETÊ,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-31,,166525.0,0.0,INSPEÇÃO DE FREIOS. (OBS.: PRÓXIMA INSPEÇÃO AOS 169.000 KM),True,False,False,False,PREVENTIVA,MOLAS TIETÊ,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-30,,111900.0,70.0,compra de 02 lâmpadas H8 (farol auxiliar),False,False,False,True,CORRETIVA,REI DAS BATERIAS,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-29,,,53639.0,"1.	Fornecer e substituir, interruptor pedal luz de freio
",True,False,False,False,CORRETIVA,CURIÓ,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-07-29,,111900.0,1995.0,COMPRA DO FAROL AUXILIAR LE,False,False,False,False,CORRETIVA,TOTAL LATAS,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-29,,,0.0,TROCA DE LÂMPADA H7 FAROL LD,False,False,False,True,CORRETIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-25,,160000.0,0.0,POLIMENTO E GRAFISMO GERAL,False,False,False,False,CORRETIVA,CSM,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-19,,46618.0,1248616.0,"VERIFICAR SISTEMA DE INJEÇÃO, SISTEMA DE ARLA E DIAGNÓSTICO ELETRÔNICO;",False,False,False,False,CORRETIVA,NAVARRO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-07-18,,,77089.0,"Fornecer e executar, LAVAGEM  E LUBRIFICAÇÃO GERAL",False,False,False,False,PREVENTIVA,BF DIESEL,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-07-18,,,582926.0,"1.        Fornecer e substituir, PASTILHAS DE FREIOS DIANTEIRO E TRASEIRO E SENSORES, conforme especificação do fabricante;
2.     Fornecer e substituir, DISCO DE FREIOS DIANTEIROS E TRASEIROS, conforme especificação do fabricante;
3.        Fornecer e substituir, FLUÍDO DE FREIO CONFORME ESPECIFICAÇÃO DO FABRICANTE;
4.     Fornecer e substituir, LONAS DO FREIO ESTACIONÁRIO, conforme especificação do fabricante.",True,False,False,False,PREVENTIVA,NAVARRO,FINALIZADO NA NEO,MANUTENÇÃO-2024
2024-07-17,,34700.0,0.0,INSPEÇÃO DE FREIO (OBS.: PRÓXIMA INSPEÇÃO AOS 36.000 KM),True,False,False,False,PREVENTIVA,MOTOMEC,CONCLUÍDO,MANUTENÇÃO-2024
2024-07-11,,6182.0,12175.0,COMPRA DE 04 CALOTAS,False,False,False,False,CORRETIVA,TOTAL LATAS,CONCLUÍDO,MANUTENÇÃO-2024
